studentID,name,state,contact_number,age,gender,study_hours,percentage,marathi_marks,hindi_marks,english_marks,science_marks,mathematics_marks,social_studies_marks
792207702323,Advika Hora,Maharashtra,2238867602,16,Female,2.77,74.23,36,57,64,77,87,55
718582831026,Saksham Barman,Karnataka,3518959860,17,Male,3.02,87.35,58,57,64,90,86,64
959647440836,Mamooty Lata,Karnataka,2298652996,16,Male,3.22,86.09,44,51,62,66,75,46
109595531795,Khushi Salvi,Haryana,9991886462,15,Male,1.75,77.05,26,46,42,62,73,43
222851855142,Anika Shroff,Rajasthan,9216985969,15,Male,2.59,77.0,39,47,49,62,65,43
879218668950,Shray Kalla,Karnataka,7698615165,16,Female,3.56,92.42,38,43,58,76,76,41
405087259543,Jayan Halder,Maharashtra,5738060984,15,Male,1.37,50.45,38,39,41,54,68,43
427600245610,Arhaan Thakur,Punjab,7833879422,16,Male,3.22,96.98,35,53,52,71,80,53
69412994216,Jiya Chandran,Maharashtra,2374989063,15,Female,3.4,93.48,24,45,57,62,73,49
212721128957,Jiya Kara,Maharashtra,1944006973,15,Male,1.31,57.27,39,44,47,67,78,40
903036263829,Parinaaz Malhotra,Gujarat,2542769019,15,Male,3.9,99.56,28,47,53,52,70,34
802007465385,Vanya Shroff,Maharashtra,6992020880,16,Female,1.97,73.15,47,42,64,62,73,57
747558960746,Ishita Kamdar,Kerala,8017247909,15,Male,2.05,60.31,40,30,47,65,76,37
965970684777,Nitya Tank,Gujarat,9956452629,16,Male,1.9,69.38,48,45,57,74,89,53
465629059167,Oorja Jhaveri,Maharashtra,916391362,15,Male,2.46,60.74,20,32,45,51,79,39
307822056465,Heer Devi,Maharashtra,7671050809,15,Male,3.69,92.58,29,46,42,54,68,45
720269222837,Advik Krishnan,Maharashtra,1896161787,15,Female,2.68,74.58,37,34,45,67,78,38
561966127658,Yuvaan Sastry,Bihar,6838115449,15,Female,1.67,68.88,27,40,44,66,61,46
998205878011,Ehsaan Randhawa,Gujarat,9886427526,17,Male,1.1,56.86,59,64,72,81,80,60
664109584140,Onkar Bandi,Maharashtra,3288572695,17,Female,1.98,75.89,49,66,74,83,94,63
545047966471,Heer Brahmbhatt,Maharashtra,2036427712,15,Male,1.65,67.2,27,35,49,56,69,43
656541303639,Gatik Dhar,Maharashtra,6948638381,17,Female,1.04,53.76,51,51,60,70,87,53
374608735675,Amani Rajagopal,Gujarat,1991332614,16,Male,1.92,72.45,38,54,59,78,74,43
766473463694,Neysa Sridhar,Gujarat,3522267534,15,Male,3.06,96.07,36,33,49,62,79,49
411879060137,Anahita Seth,Maharashtra,2355280824,15,Female,3.54,87.92,30,40,47,67,79,42
148600632387,Dhanuk Doctor,Maharashtra,4335858707,15,Male,1.8,68.41,37,50,57,58,79,39
567836142774,Anaya Ravel,Punjab,4722348752,15,Male,2.91,77.98,32,40,49,65,66,50
805776008832,Piya Yadav,Maharashtra,1175066793,15,Male,1.82,72.79,27,41,51,56,74,34
159965747927,Emir Sood,Other,3799478348,16,Female,2.53,79.75,40,60,65,64,81,45
611664778327,Ritvik Doctor,Goa,3941180316,16,Female,2.16,60.87,39,43,60,64,78,57
640317666561,Aaina Sarma,Kerala,4269291307,15,Female,3.41,97.52,27,32,44,58,69,38
17531625887,Keya Singhal,Other,9693002834,15,Male,2.83,73.09,21,32,49,53,74,43
227774470176,Mehul Hayer,Maharashtra,6671076347,17,Female,2.43,75.42,42,69,64,83,84,60
33790325732,Dharmajan Sankaran,Haryana,8860965067,17,Female,3.27,86.42,58,64,70,86,83,57
992210845660,Bhamini Hayer,Rajasthan,7091768573,15,Male,2.02,69.46,29,46,51,51,65,39
738131464145,Myra Upadhyay,Karnataka,641080703,15,Female,3.59,83.24,24,36,55,67,77,43
635025869153,Kimaya Hegde,Sikkim,1566011633,15,Male,2.75,69.05,27,50,46,55,74,32
884556928752,Sumer Borde,Goa,6333674727,17,Male,3.85,96.81,55,57,74,85,88,62
966504510592,Kavya Mall,Punjab,4331206815,15,Male,3.85,98.82,38,32,53,56,67,42
526723108547,Pihu Khalsa,Maharashtra,51556121,17,Female,2.75,70.57,59,65,67,89,98,60
941853612055,Alia Sundaram,Karnataka,8748457131,17,Male,3.93,95.28,51,54,78,86,95,67
550638072598,Sumer Chanda,Maharashtra,786005495,15,Male,1.56,78.25,25,37,48,63,69,30
692323161689,Himmat Rao,Rajasthan,8600473247,16,Male,3.18,97.6,31,51,50,78,90,58
604016437334,Nishith Hayre,Kerala,4392778992,15,Female,1.17,50.85,28,49,50,54,70,40
243991970386,Dhruv Chaudhuri,Maharashtra,5511872766,15,Male,2.18,60.59,35,39,40,69,73,46
507494661192,Jayan Goda,Maharashtra,2412092862,17,Male,2.62,69.89,45,56,69,78,89,68
756869182682,Kanav Bhattacharyya,Other,4239693944,15,Male,3.02,95.83,33,33,52,64,76,40
889235972322,Dishani Kara,Haryana,2177642823,16,Female,1.15,53.81,33,54,50,70,86,43
481249782742,Kimaya Gala,Karnataka,9724219624,15,Female,1.11,51.9,36,49,58,66,80,38
364834758186,Elakshi Lata,Goa,275301864,16,Female,4.93,95.51,46,57,70,71,80,59
901772005253,Taran Manda,Gujarat,4416606127,15,Male,3.72,82.82,34,35,40,56,66,45
144080736175,Saira Tank,Maharashtra,8045536070,15,Female,2.83,65.62,27,43,56,55,78,49
583420525029,Anya Dar,Gujarat,2577385838,15,Male,2.57,79.57,21,37,47,64,75,35
351952219836,Hiran Yogi,Gujarat,5265893775,15,Male,3.85,99.6,22,34,49,52,67,45
77349169572,Akarsh Tata,Rajasthan,47146917,15,Female,2.67,60.24,26,34,42,60,62,37
472419570479,Jivin Rajagopalan,Sikkim,9710564394,16,Male,1.77,67.96,30,48,69,62,83,58
28181016268,Aarav Sharaf,Sikkim,2149580911,16,Male,1.59,79.6,34,58,69,75,74,60
743944420650,Kismat Gour,Gujarat,5337813516,15,Male,7.04,83.82,20,38,53,59,71,40
163341454068,Bhavin Rao,Kerala,8552735036,17,Male,1.36,59.56,52,66,68,88,94,64
475962260733,Rasha Korpal,Maharashtra,7097292289,16,Female,0,32.91,48,47,67,66,72,43
637204313443,Nirvi Grewal,Kerala,5855722822,16,Female,3.49,82.81,46,53,61,67,80,40
390162201020,Neysa Keer,Gujarat,6101015833,15,Male,2.65,60.46,25,36,60,70,78,45
629838088214,Devansh Mangal,Sikkim,6131874726,16,Female,3.76,90.37,42,49,60,69,76,49
355114510344,Aarush Dhawan,Rajasthan,6988218664,17,Female,1.21,51.17,46,63,70,79,81,65
444218035469,Heer Dugal,Punjab,4948936605,17,Female,1.27,51.59,42,60,66,82,89,52
168960153511,Mishti Golla,Karnataka,6156860554,16,Female,4.09,85.75,35,50,70,65,81,52
650715145848,Anika Reddy,Sikkim,8661522652,15,Male,0,37.37,27,33,52,51,75,46
868901987182,Vivaan Dash,Gujarat,4522651818,15,Male,2.98,64.21,37,45,45,67,70,40
568355202188,Ahana  Bansal,Gujarat,9714692666,17,Female,1.16,50.13,48,59,80,83,99,69
626641428478,Amani Warrior,Karnataka,8286435181,16,Male,3.5,82.43,38,51,70,63,72,54
833760109242,Kartik Shan,Karnataka,9025790923,16,Male,3.77,88.84,42,40,67,71,79,44
292048369550,Nirvaan Sridhar,Maharashtra,472182155,16,Male,1.17,55.28,30,51,62,65,84,46
612142220912,Samarth Bora,Rajasthan,8418276923,17,Male,3.1,90.09,50,58,73,80,99,52
741133824122,Jayant Bakshi,Haryana,8748831340,16,Male,0,38.36,43,59,65,60,75,51
716252558817,Ojas Virk,Maharashtra,3181983763,16,Male,0,34.94,34,57,69,65,83,49
485988066447,Hazel Sibal,Kerala,4787020027,15,Male,1.82,65.44,35,42,45,54,64,37
558758667480,Saksham Singhal,Gujarat,5818078650,16,Male,3.78,94.15,49,47,69,63,87,50
809286539218,Kiaan Bhandari,Maharashtra,8848870108,15,Female,0,21.89,30,48,45,68,61,45
320196700509,Aaina Bava,Kerala,6291401528,17,Male,3.33,96.35,51,66,64,71,99,58
158671547967,Chirag Sangha,Rajasthan,3981973239,16,Male,1.36,53.02,33,51,53,63,75,49
683555964677,Adira Rajagopal,Haryana,6016065826,15,Female,3.13,98.43,34,33,54,65,65,44
312741682614,Samar Raja,Karnataka,2155579726,17,Female,2.41,63.04,41,61,77,73,91,59
291186610320,Fateh Sur,Bihar,2057136168,16,Male,1.62,79.16,38,42,68,70,84,41
355891222122,Alisha Vaidya,Gujarat,4255540118,16,Male,2.89,62.33,35,59,62,79,82,50
660904938821,Kimaya Banerjee,Rajasthan,411746982,16,Female,0,36.0,32,40,57,66,71,50
153767330431,Anika Lata,Kerala,6990892983,16,Male,3.85,87.52,32,50,59,76,82,60
862652649775,Kiaan Chaudhuri,Maharashtra,4031364122,15,Female,1.78,75.3,40,47,59,61,69,32
197359652876,Vanya Vaidya,Punjab,3620318406,16,Female,2.57,67.26,40,54,60,78,85,50
164624290255,Dharmajan Thaman,Sikkim,7050944565,15,Male,3.24,83.32,36,50,49,61,65,38
788520224256,Indrajit Lalla,Rajasthan,7599319286,16,Male,1.3,51.05,36,50,55,70,87,42
477722180926,Raghav Lad,Kerala,1187938792,15,Male,1.09,52.94,30,44,46,65,60,49
669266727728,Drishya Sandal,Maharashtra,6189964472,17,Female,0,20.2,55,64,71,74,83,56
279344712404,Jayant Yohannan,Maharashtra,7263269282,16,Female,2.86,71.61,47,42,65,62,79,59
915926949947,Nitya Upadhyay,Rajasthan,8794385198,16,Female,3.1,93.58,44,59,51,63,78,56
16647501158,Pihu Korpal,Karnataka,3020621127,15,Male,7.33,83.95,26,31,52,59,76,48
356655850058,Madhav Sami,Karnataka,6215163980,17,Female,2.37,63.11,52,51,66,70,99,57
689215530819,Yuvaan Kurian,Kerala,4858478462,15,Female,0,21.89,38,42,40,52,75,42
725550514173,Jhanvi Saran,Kerala,9313623739,15,Male,1.4,59.42,25,49,54,57,75,43
258597314174,Ojas Dar,Maharashtra,8284766535,15,Male,1.13,58.98,24,44,42,52,72,48
505653460615,Kiara Jhaveri,Rajasthan,6918803850,15,Female,2.07,71.91,30,48,49,64,78,44
424106651368,Akarsh Sarkar,Maharashtra,179857795,15,Male,1.89,73.83,34,47,46,51,60,44
941466665311,Sana Randhawa,Goa,7149645728,16,Female,3.52,93.38,50,50,66,71,83,40
748409092831,Tejas Wadhwa,Bihar,133317273,15,Male,1.98,77.65,37,48,46,57,70,31
431959699013,Krish Deol,Bihar,8034784160,15,Female,1.73,62.03,29,35,50,55,62,42
736186334489,Shaan Chakraborty,Maharashtra,5467432871,15,Male,2.0,60.74,30,31,41,52,66,40
316965210229,Manikya Rattan,Haryana,5972515982,16,Male,1.82,72.98,49,40,64,77,72,55
90067753379,Vihaan Saraf,Karnataka,8219543933,15,Male,0,32.59,36,32,59,68,77,49
535327790115,Jayesh Loke,Haryana,7693884212,16,Female,2.92,70.52,45,54,57,64,85,60
302296054242,Adah Khanna,Maharashtra,9733509922,15,Female,1.79,76.51,36,45,40,57,61,34
146764409162,Nayantara Shenoy,Bihar,3747310354,17,Female,1.07,50.62,51,55,77,78,88,66
769328100141,Lakshit Shah,Gujarat,5934825787,15,Male,2.48,62.72,23,40,54,68,72,32
267439138530,Tushar Deo,Goa,6073982770,15,Female,1.22,58.57,20,35,41,66,62,34
726450343020,Chirag Sagar,Rajasthan,3684876303,15,Male,3.44,94.16,22,32,51,67,72,47
840538535798,Raghav Issac,Kerala,7262307349,15,Male,2.7,68.75,38,34,52,66,71,34
580284684997,Yuvaan Hans,Karnataka,5585951046,16,Female,1.83,62.39,44,45,68,69,79,50
877769394984,Piya Tara,Maharashtra,8836760510,15,Female,5.35,92.78,26,31,50,60,61,35
742182111579,Yuvraj  Grover,Other,3669725597,17,Female,3.07,85.81,47,66,62,89,80,59
538459945321,Saksham Srivastava,Maharashtra,5572250779,15,Female,2.65,78.2,40,36,41,50,64,41
60384700652,Nayantara Viswanathan,Bihar,5127134194,16,Female,1.48,51.07,35,59,63,64,71,51
318910817029,Ivan Sangha,Rajasthan,3847286846,15,Male,1.89,66.02,38,43,41,61,80,44
519030749994,Vaibhav Kalita,Punjab,7540449575,15,Female,2.21,74.99,25,37,47,59,67,45
129768135990,Farhan Talwar,Karnataka,2342205764,15,Female,1.23,58.77,25,45,47,64,79,46
920139080076,Yakshit Saha,Kerala,3643471964,15,Male,1.48,59.45,33,40,45,53,63,32
745397933834,Tanya Mander,Maharashtra,7916489919,16,Female,3.14,92.13,44,50,55,62,88,42
367581074409,Samaira Raja,Karnataka,3514469069,16,Female,1.37,53.88,41,41,67,61,78,58
348881513092,Keya Dube,Maharashtra,9646743224,15,Female,3.33,80.13,28,36,41,54,78,37
389940343461,Nayantara Kaur,Haryana,3852245257,15,Male,3.66,91.46,27,35,57,68,67,39
247911767967,Jhanvi Dixit,Rajasthan,4625441027,15,Male,1.7,63.41,24,49,44,66,70,46
178274389115,Ojas Koshy,Maharashtra,8270074468,15,Male,1.06,55.41,23,47,58,55,60,35
841595344653,Nishith Karpe,Gujarat,9767112891,17,Female,1.37,57.28,44,70,73,83,84,65
371305050225,Alia Das,Gujarat,7505895073,17,Female,1.91,63.94,43,55,63,86,80,64
354331132672,Nitya Walia,Rajasthan,2142437012,16,Male,3.47,85.67,38,46,65,64,75,54
894466908902,Arhaan Krishna,Haryana,6026243389,17,Female,2.44,67.36,52,58,75,81,81,62
853623899565,Manjari Mahajan,Maharashtra,7509264486,15,Female,3.24,91.14,29,49,49,68,79,35
761506830608,Veer Sangha,Punjab,4520088149,15,Female,3.8,91.54,22,39,50,54,68,47
951468114956,Divij Chacko,Haryana,8572238881,16,Female,1.65,68.67,32,57,57,65,85,48
776914964126,Kartik Bora,Bihar,8516183655,15,Female,3.78,94.09,31,45,56,50,79,45
692094226927,Seher Dash,Gujarat,9430201623,16,Male,1.87,71.82,47,48,61,62,78,48
519545542384,Ranbir Ram,Gujarat,6694898311,16,Female,3.55,83.17,41,45,60,60,88,56
425798148362,Hridaan Aurora,Haryana,1676978375,15,Male,0,28.19,28,49,41,55,62,33
82523488112,Yakshit Bandi,Gujarat,3927328167,15,Female,0,29.87,38,38,55,56,61,32
445313881303,Shalv Bajwa,Karnataka,3186040254,17,Male,3.33,87.22,42,51,77,86,99,68
841241641452,Jivika Andra,Sikkim,2595269721,16,Male,2.33,60.11,40,57,60,66,78,47
778006539409,Anika Kothari,Gujarat,6051535700,16,Female,1.7,71.54,40,56,62,75,84,50
642394332179,Ojas Sanghvi,Karnataka,1478426294,15,Female,3.09,95.85,26,30,55,57,70,37
336361811722,Mamooty Sathe,Kerala,6082224074,15,Male,3.24,97.33,36,40,47,67,71,44
976463450170,Zaina Kuruvilla,Maharashtra,3095882211,16,Male,1.47,51.12,41,53,59,61,88,52
205359811874,Aaina Varty,Rajasthan,6102527109,15,Female,2.18,71.63,36,37,58,64,80,48
449594387614,Dhruv Venkataraman,Sikkim,6581157158,16,Male,3.56,97.35,42,50,64,80,85,59
18688955975,Abram Mangat,Haryana,8500826364,15,Female,3.94,95.23,40,48,42,54,71,34
211705264938,Gatik Subramaniam,Maharashtra,921665920,16,Female,7.77,99.57,43,56,57,76,88,47
104503660018,Bhavin Varkey,Maharashtra,9169538653,15,Female,0,35.57,28,50,48,53,69,39
584618040680,Lagan Bhavsar,Kerala,7935305362,15,Male,3.96,99.26,27,40,57,51,75,48
97092055479,Tushar Vala,Rajasthan,7226028370,15,Male,3.84,96.8,37,39,57,56,71,31
537274574232,Akarsh Jha,Gujarat,2819259829,16,Female,2.18,60.76,35,45,68,70,73,49
378737076126,Dhanush Hayer,Kerala,9354573327,15,Male,2.43,69.21,33,40,49,51,67,31
629804234384,Vaibhav Jayaraman,Gujarat,6043025780,15,Female,1.3,59.69,27,30,54,54,68,45
874426689801,Lavanya Rau,Bihar,3047562973,16,Female,2.57,67.1,44,44,64,79,76,50
701152504069,Fateh Brahmbhatt,Karnataka,2307682827,16,Male,3.12,88.6,44,59,66,61,86,45
646829114269,Ryan Hayer,Gujarat,9925631947,16,Male,2.29,72.54,50,41,50,75,72,42
805842077001,Himmat Bir,Sikkim,216967473,16,Male,3.98,91.37,46,45,57,63,75,56
838446032874,Saira Kashyap,Kerala,1530290218,15,Male,4.41,96.76,37,42,54,60,78,46
467431482526,Riya Zachariah,Bihar,2661896641,16,Female,1.72,61.83,48,59,57,60,79,50
274434960250,Madhup Karan,Rajasthan,1511345407,17,Male,2.98,60.16,44,61,65,71,98,60
412451969827,Shayak Mallick,Haryana,2171003011,16,Male,1.25,51.36,35,58,65,71,87,54
646551699808,Yuvaan Sani,Maharashtra,1970626493,15,Female,3.43,97.86,39,31,59,65,61,40
360349728063,Jayant Ramachandran,Karnataka,104848353,17,Female,2.87,74.1,59,57,72,88,85,54
601178979291,Zara Sibal,Haryana,6579905788,15,Male,2.85,68.74,26,49,46,66,72,36
373189356763,Anvi Savant,Maharashtra,6883518385,16,Female,3.03,90.52,50,58,52,80,81,47
21519878060,Farhan Chandran,Goa,8133533107,15,Male,2.78,70.42,20,48,44,62,67,50
352218049175,Nakul Uppal,Gujarat,7710944272,16,Male,1.17,52.49,34,55,60,61,79,45
409056248891,Yuvraj  Ratti,Karnataka,1291929643,17,Male,1.9,61.43,47,63,60,73,97,69
378917906762,Abram Setty,Maharashtra,3373475700,15,Female,1.13,56.28,28,34,56,51,62,41
818336414804,Riaan Grover,Bihar,9679970556,15,Female,1.95,64.95,29,45,46,63,62,45
469010529221,Vaibhav Shere,Punjab,5286949895,15,Male,2.19,79.46,31,44,51,54,77,45
853505733466,Aniruddh Joshi,Karnataka,2682961440,16,Male,1.48,55.03,45,48,55,79,79,40
780550784020,Ivan Biswas,Maharashtra,3894536973,15,Male,2.26,79.71,32,42,49,59,73,31
134191538789,Ahana  Tailor,Bihar,5967127886,15,Male,2.07,62.61,26,42,51,51,78,44
139380940827,Ehsaan Kunda,Gujarat,455457941,16,Male,3.03,80.47,48,54,50,67,84,54
101714786411,Anvi Varty,Sikkim,1091480888,16,Male,1.07,56.51,41,40,54,62,75,47
750683686767,Zaina Vora,Maharashtra,8259551072,15,Male,1.84,68.53,36,35,43,63,68,49
487962168794,Shray Wali,Goa,6126496202,15,Female,1.81,74.09,33,47,41,60,60,34
498951723011,Kartik Mammen,Gujarat,1650587107,16,Female,1.56,68.46,38,43,62,61,81,48
201999336202,Sara Kade,Sikkim,5444597374,17,Male,3.3,92.99,56,56,69,81,82,61
66079337392,Ayesha Date,Goa,1523423940,15,Female,3.71,85.29,38,38,51,57,75,36
268813031159,Aradhya Kannan,Maharashtra,1795141015,16,Male,2.33,78.97,50,43,65,76,80,58
285031187900,Farhan Shenoy,Maharashtra,5110452915,17,Female,2.27,76.04,45,57,67,84,94,55
178942413200,Pranay Srinivasan,Maharashtra,6880874792,17,Male,3.74,92.75,51,70,66,89,91,63
724433710760,Pari Dasgupta,Other,5744853045,15,Male,2.04,78.03,31,36,45,57,72,47
794148851792,Kanav Uppal,Haryana,3941995786,17,Male,5.91,86.81,54,64,65,79,90,58
193255131441,Aaryahi Kanda,Kerala,1618895455,16,Male,2.0,77.8,43,58,64,73,88,44
18905244679,Aaina Madan,Kerala,3834806481,15,Male,1.23,50.26,38,35,58,59,62,49
189535302417,Vritika Grover,Goa,2952919463,15,Male,2.17,79.61,36,47,52,58,67,43
949357126173,Heer Hayer,Kerala,773483897,15,Female,3.8,99.55,31,37,42,51,75,50
212803922379,Uthkarsh Gopal,Maharashtra,1614568946,17,Male,3.66,80.4,53,52,75,86,97,68
482993138056,Kiara Bhatti,Kerala,542599691,15,Female,3.36,85.12,29,41,60,63,70,30
348425269345,Rohan Sawhney,Bihar,6950633509,16,Male,3.27,81.6,43,59,65,69,83,56
949005987334,Alia Anne,Maharashtra,8404947311,15,Female,1.78,60.72,22,33,45,70,73,41
955846551828,Tushar Aurora,Karnataka,6898212867,15,Female,0,32.11,30,35,42,59,64,35
381246604915,Dhruv Bajwa,Rajasthan,3268347394,17,Female,3.01,92.23,52,63,76,74,83,51
878162587432,Elakshi Wadhwa,Maharashtra,5309785829,15,Female,3.18,98.75,40,45,42,65,69,34
467922411512,Azad Khare,Karnataka,4610773814,15,Male,3.73,84.35,27,33,56,55,77,44
866090005239,Manjari Mallick,Rajasthan,2243052910,15,Female,1.08,50.12,33,47,48,58,68,32
701122014038,Lavanya Arora,Haryana,3291526748,16,Female,2.03,63.01,33,49,63,79,81,43
821203800563,Shanaya Walla,Punjab,373818924,15,Male,3.26,99.1,35,49,52,64,79,42
683829898474,Zoya Gara,Kerala,8888213203,17,Male,2.55,73.23,49,69,66,87,90,57
573897461841,Riya Deshmukh,Sikkim,5897900339,17,Female,5.39,83.17,50,65,77,89,87,51
656306323775,Anahi Butala,Gujarat,8275521173,15,Female,2.24,75.45,20,38,51,63,64,49
618811862280,Sara Din,Goa,5945237340,15,Male,1.58,77.3,36,47,41,69,64,48
421269955711,Rasha Gill,Goa,5704163407,15,Male,1.53,65.06,28,46,52,65,62,46
39813105570,Navya Date,Maharashtra,2647133281,17,Female,3.86,90.95,58,70,63,71,88,64
665533298995,Keya Kaul,Haryana,1828846684,16,Male,1.03,56.16,45,51,61,67,78,50
289551764726,Kashvi Varty,Maharashtra,1313136595,16,Female,2.03,72.66,39,44,55,70,81,50
270144860921,Shray Ravi,Bihar,6003666364,15,Female,2.06,60.88,25,42,43,67,66,39
567215966298,Uthkarsh Sarin,Bihar,748424653,16,Female,2.66,77.16,39,57,50,62,76,52
345610619595,Raghav Sridhar,Haryana,8130299395,15,Male,1.39,59.33,22,49,59,56,65,38
51393325940,Stuvan Hegde,Karnataka,4430722906,15,Male,5.95,97.38,20,44,41,58,76,47
691840747541,Kismat Tailor,Sikkim,1330743181,17,Male,4.06,89.31,55,52,72,83,86,62
356640665008,Chirag Soni,Other,6183809937,17,Male,1.85,61.83,40,69,65,72,89,65
277886627411,Nehmat Tandon,Haryana,5892036835,16,Male,0,39.99,36,43,63,76,72,54
822739243631,Aarush Venkataraman,Haryana,5908393726,16,Female,2.36,67.21,44,58,57,75,88,54
250353785072,Shayak Chadha,Gujarat,6512595692,16,Female,1.55,62.38,32,47,55,67,83,49
174209912510,Urvi Subramaniam,Kerala,6613749660,16,Male,2.53,67.83,35,45,63,76,81,54
708263552770,Taimur Agarwal,Maharashtra,641905610,15,Female,3.2,88.53,37,42,53,60,74,32
857745628513,Hazel Bava,Gujarat,7152293194,15,Female,0,22.38,34,48,41,53,61,48
255031519227,Aarav Venkatesh,Rajasthan,3817803894,15,Female,2.22,79.0,28,32,52,56,79,39
871680603158,Kanav Doshi,Karnataka,4531220897,17,Female,3.06,95.53,40,65,69,79,80,70
707125196456,Shayak Hari,Rajasthan,9282059646,16,Male,2.96,66.11,50,59,70,63,72,51
428928475274,Seher Sengupta,Goa,53903621,17,Female,0,34.15,56,65,69,81,94,65
600444253776,Stuvan Anand,Gujarat,5994112220,15,Female,2.18,68.05,24,36,43,55,79,31
549844461569,Anahita Baria,Maharashtra,8040368732,16,Male,3.51,92.46,32,48,58,78,73,45
977789168297,Himmat Bedi,Kerala,4257102415,15,Female,3.03,99.39,22,46,41,53,75,45
898868558531,Anahita Thaman,Goa,2685185566,16,Male,7.91,81.62,42,58,50,64,74,44
69825632410,Parinaaz Sampath,Other,7210262361,16,Male,2.08,67.36,41,56,61,79,89,47
512173618847,Nakul Gandhi,Gujarat,1986571830,15,Male,2.23,63.06,40,41,56,69,70,41
913139866131,Uthkarsh Ghose,Maharashtra,2047431926,15,Male,0,21.12,29,41,56,55,79,37
533762842913,Tarini Bhattacharyya,Karnataka,3540346633,17,Female,2.97,68.81,51,51,64,86,81,55
231528299780,Dhruv Chandran,Sikkim,4852529233,16,Male,3.17,98.53,45,53,53,66,83,57
779781334352,Hridaan Kapoor,Goa,8458092455,15,Male,3.0,75.44,36,45,46,58,63,42
321306460654,Arnav Sachar,Maharashtra,8379397016,15,Male,2.86,62.18,25,35,51,52,68,32
973708852684,Divyansh Loyal,Punjab,9657391237,16,Female,0,27.57,36,46,69,72,72,53
267867555002,Tarini Goyal,Karnataka,6438412974,16,Female,1.41,52.07,48,45,65,67,72,50
193983910582,Anaya Chakrabarti,Maharashtra,2100123242,16,Female,4.77,83.08,33,48,59,67,87,41
464327001927,Ira Tara,Kerala,551021088,16,Male,3.94,96.64,32,42,50,67,70,44
805251767752,Hansh Tripathi,Bihar,5633680034,16,Female,3.63,95.38,33,58,55,62,76,45
913448780989,Keya Tata,Punjab,7161206152,16,Male,1.42,53.31,41,41,65,60,70,44
729581584505,Faiyaz Mandal,Karnataka,3861861772,15,Female,0,34.05,37,37,60,59,64,41
554020753579,Vritika Handa,Maharashtra,4482665801,16,Male,0,39.18,37,49,52,77,89,55
403343928819,Jhanvi Talwar,Bihar,3205655681,16,Male,0,34.16,39,44,63,73,90,49
968120841278,Aarna Doctor,Sikkim,4823321172,16,Male,2.66,64.5,37,46,55,66,74,44
309800189692,Hunar Tara,Goa,5413788905,15,Male,2.37,65.85,37,39,51,57,78,37
60753620290,Chirag Barad,Rajasthan,7115806041,15,Female,1.1,57.19,28,41,49,64,62,39
419846538601,Taran Kala,Punjab,6872517368,16,Male,1.12,52.25,44,57,53,63,84,47
947075540321,Riaan Ram,Haryana,7875589737,16,Female,2.86,75.76,37,44,56,73,83,45
936200319125,Zain Grover,Bihar,2356469568,15,Female,4.56,85.77,30,44,43,51,70,43
538438700108,Baiju Gaba,Goa,3484921119,15,Female,2.07,72.38,28,42,57,52,78,32
748275520685,Nitara Khosla,Karnataka,3469512245,17,Male,2.03,78.99,49,62,74,82,97,54
803063022061,Mamooty Sarna,Gujarat,782957081,17,Male,1.37,54.01,46,56,66,82,90,62
720904558205,Amira Gara,Kerala,8630022932,16,Male,0,37.18,49,51,55,64,70,44
95746868237,Shlok Bir,Punjab,3761378816,15,Male,2.8,61.34,21,50,54,62,61,45
860621092179,Prerak Goel,Other,2656317684,16,Male,3.06,90.71,43,43,58,77,83,42
767397562035,Umang Vasa,Kerala,8573046470,16,Male,1.16,57.97,48,46,63,62,80,41
373364848035,Pihu Talwar,Goa,3179922467,15,Male,3.2,88.62,32,31,55,63,66,48
8539264241,Anika Saxena,Maharashtra,7792513827,17,Male,3.88,85.45,51,70,62,73,86,57
127313912363,Taran Brahmbhatt,Bihar,5314956691,17,Male,1.37,53.02,42,61,71,83,95,69
520442953571,Umang Sood,Gujarat,3795324307,16,Female,2.07,71.83,48,43,54,68,78,49
932033987625,Divij Balakrishnan,Karnataka,9665760269,16,Male,1.98,75.59,45,59,67,69,81,49
906573056338,Shayak Hegde,Rajasthan,879022129,15,Female,2.3,75.82,26,34,50,61,71,34
308261930320,Armaan Bhatia,Karnataka,7206928688,15,Male,7.07,90.75,35,32,60,57,69,46
273591939246,Samiha Sani,Maharashtra,7965696932,16,Male,3.3,95.78,41,56,58,71,85,42
603774984856,Zeeshan Ramakrishnan,Sikkim,5633531271,15,Male,2.97,72.5,39,37,53,57,76,37
734542679638,Azad Gulati,Maharashtra,5814971470,15,Female,2.7,73.84,39,33,41,55,77,49
406128633824,Samiha Wagle,Punjab,4529393629,16,Female,2.4,64.6,42,51,68,77,81,51
909477173398,Dishani Swaminathan,Karnataka,8395638550,17,Male,3.28,86.02,49,68,62,73,85,69
879550157416,Lakshit Desai,Goa,5089634517,15,Male,1.93,71.88,35,41,44,69,70,37
681432959518,Ahana  Vohra,Gujarat,6202312044,15,Male,1.88,74.33,36,48,48,66,71,40
823976949980,Vihaan Rattan,Punjab,7818343507,15,Female,2.82,73.13,26,48,46,58,71,31
431344553730,Kaira Tandon,Maharashtra,8143931670,17,Male,3.95,92.49,55,57,63,73,85,59
617593328641,Indrans Hari,Maharashtra,5042502160,15,Female,1.96,65.45,33,48,59,68,61,37
